Customer_Name,CustID,Revenue,% Total,Profit
STEPHANIE COLLINS,11261,6403.36,0.03%,2652.8
ISABELLE BARNES,15453,6402.03,0.03%,2647.7
PETER ANAND,14929,6400.69,0.03%,2650.57
JULIO SUAREZ,15058,6393.34,0.03%,2643.49
MICHELE LAL,14171,6366.54,0.03%,2658.1
RICARDO RAJE,15923,6343.27,0.03%,2554.12
EBONY GARCIA,14163,6321.13,0.03%,2642.86
DONALD PATEL,15921,6299.37,0.03%,2549.49
MARVIN MORENO,12805,6273.65,0.03%,2609.44
LINDSEY DENG,12754,6257.31,0.03%,2581.54
KAREN LU,13558,6251.65,0.03%,2595.67
ALISHA NATH,13556,6248.62,0.03%,2598.6
CLAUDIA LI,14161,6246.94,0.03%,2590.81
TERESA VAZQUEZ,12750,6245.84,0.03%,2595.73
TAMARA ZHU,12607,6239.59,0.03%,2588.68
TAMMY SMITH,13555,6237.62,0.03%,2589.67
MAURICE LAL,12620,6234.78,0.03%,2586.34
BRETT GARCIA,14162,6226.87,0.03%,2582.95
BARRY MARTINEZ,12621,6223.97,0.03%,2582.61
JON YE,14713,6214.88,0.03%,2575.44
ROBERTO SANZ,12510,6195.13,0.03%,2563.99
MAX FERRIER,14774,6188.85,0.03%,2560.06
BRANDY RANA,15710,6064.66,0.02%,2489.02
MEGAN FLORES,23074,6020.88,0.02%,2344.84
CAITLIN RICHARDSON,23057,6019.53,0.02%,2344.56
EUGENE GUO,15700,6000.29,0.02%,2466.18
COLIN WU,15920,5998.93,0.02%,2465.89
WYATT MARTINEZ,22881,5997.33,0.02%,2331.01
ELIJAH POWELL,23113,5995.98,0.02%,2330.73
LUIS COLLINS,22765,5978.61,0.02%,2319.29
CHASE GRAY,15688,5975.28,0.02%,2447.49
KATHERINE STEWART,22901,5970.98,0.02%,2312.05
JULIA LONG,22889,5970.98,0.02%,2312.05
ERIC FOSTER,22976,5970.98,0.02%,2312.05
XAVIER GRIFFIN,22877,5962.34,0.02%,2309.11
WYATT WILLIAMS,19614,5955.42,0.02%,2390.3
BARRY SUBRAM,26057,5924.65,0.02%,2463.31
KELLI XIE,20452,5893.56,0.02%,2352.14
JEROME SUAREZ,20622,5877.45,0.02%,2317.64
REGINALD ALVAREZ,18746,5871.01,0.02%,2315.73
ZACHARY THOMPSON,26018,5865.77,0.02%,2427.93
GLORIA TORRES,26041,5860.98,0.02%,2438.12
PHIL SPENCER,19960,5858.32,0.02%,2329.51
FERNANDO BRYANT,20609,5854.96,0.02%,2326.5
RANDALL MARTIN,19560,5853.61,0.02%,2326.22
MEREDITH ALONSO,20621,5853.61,0.02%,2326.22
ISAAC PETERSON,26114,5853.03,0.02%,2433.14
ALEJANDRO LIU,19555,5847.46,0.02%,2301.9
JENNA PARKER,25990,5846.69,0.02%,2405.33
KEVIN WRIGHT,26096,5841.25,0.02%,2425.42
KAREN ZENG,26056,5838.05,0.02%,2402.39
CONNOR BUTLER,26061,5838.05,0.02%,2402.39
FAITH STEWART,26058,5838.05,0.02%,2402.39
TANYA JIMENEZ,19970,5837.31,0.02%,2316.36
DARREN HERNANDEZ,18709,5836.75,0.02%,2316.01
RONNIE LU,19950,5836.75,0.02%,2316.01
RICARDO XIE,18710,5836.44,0.02%,2291.97
DANNY ORTEGA,19794,5836.44,0.02%,2291.97
CARMEN PRASAD,18928,5832.35,0.02%,2312.34
BARBARA ANDERSEN,17984,5831.9,0.02%,2402.97
COLLEEN RAJE,19084,5831.41,0.02%,2312.67
RUBEN GARCIA,19613,5831.41,0.02%,2312.67
STANLEY MADAN,19602,5831.41,0.02%,2312.67
KARI MARTINEZ,19609,5831.41,0.02%,2312.67
JILL ORTEGA,20239,5831.41,0.02%,2312.67
KRISTI SERRANO,20616,5831.41,0.02%,2312.67
CARL RAJI,19595,5831,0.02%,2312.06
SETH MITCHELL,11776,5830.67,0.02%,2473.83
TAMARA CHANDER,11741,5830.67,0.02%,2473.83
REGINA ARTHUR,19089,5830.06,0.02%,2312.39
RAYMOND ARTHUR,20228,5830.06,0.02%,2312.39
RUTH GARCIA,20623,5830.06,0.02%,2312.39
ELIZABETH MARTINEZ,26066,5829.75,0.02%,2407.06
KRYSTAL SUN,18908,5828.8,0.02%,2311.03
DOUGLAS SURI,19096,5828.8,0.02%,2311.03
JANET BROWNING,19979,5828.8,0.02%,2311.03
JOSE PATTERSON,11323,5828.65,0.02%,2476.26
CHLOE BENNETT,26091,5828.03,0.02%,2422.2
JACQUELYN DIAZ,18747,5827.8,0.02%,2289.03
TAMARA LUO,18738,5827.8,0.02%,2289.03
DEREK SHAN,19782,5827.8,0.02%,2289.03
AMY WU,19790,5827.8,0.02%,2289.03
DARREN MALHOTRA,20245,5821.88,0.02%,2292.95
CARA ZENG,20444,5821.88,0.02%,2292.95
JULIA JONES,25980,5817.7,0.02%,2411.59
REBECCA PHILLIPS,25982,5817.7,0.02%,2411.59
MATHEW MORENO,26090,5817.7,0.02%,2411.59
BARBARA DENG,20445,5815.98,0.02%,2302.1
OLIVIA RAMIREZ,19785,5814.82,0.02%,2302.28
MORGAN PEREZ,25978,5813.05,0.02%,2391.45
TAYLOR LEWIS,11295,5809.68,0.02%,2460.69
FAITH SIMMONS,15614,5809.67,0.02%,2448.72
CHRISTOPHER THOMAS,20242,5806.66,0.02%,2297.18
VALERIE SHE,20226,5805.41,0.02%,2296.4
ALEXIS THOMAS,26107,5800.33,0.02%,2400.15
DARRYL ZHENG,18706,5798.71,0.02%,2292.2
ROSA SHE,18931,5798.71,0.02%,2292.2
CANDICE SUN,19568,5798.71,0.02%,2292.2
ISABELLA BRYANT,22995,5798.71,0.02%,2292.2
SUSAN SHE,19956,5798.71,0.02%,2292.2
MARSHALL YUAN,19978,5798.71,0.02%,2292.2
WENDY CARLSON,20220,5798.71,0.02%,2292.2
LAURA WU,20615,5798.71,0.02%,2292.2
COLIN YANG,20612,5798.71,0.02%,2292.2
BONNIE RAJE,20629,5798.71,0.02%,2292.2
TERRY RAI,26089,5798.04,0.02%,2398.72
MACKENZIE HILL,19576,5796.42,0.02%,2290.77
WARREN ZHOU,19791,5796.42,0.02%,2290.77
GLORIA MUNOZ,19789,5796.42,0.02%,2290.77
CHLOE JOHNSON,20617,5796.42,0.02%,2290.77
ELIJAH ROSS,11325,5795.63,0.02%,2430.51
ADAM HILL,18740,5794.82,0.02%,2289.76
STACY DOMINGUEZ,19105,5794.82,0.02%,2289.76
CEDRIC CAI,19559,5794.82,0.02%,2289.76
ALVIN SHARMA,19586,5794.82,0.02%,2289.76
MEREDITH MARTINEZ,19095,5794.82,0.02%,2289.76
TINA SMITH,19793,5794.82,0.02%,2289.76
CRISTINA NARA,19792,5794.82,0.02%,2289.76
KRISTEN HU,19788,5794.82,0.02%,2289.76
LINDSAY RAJE,20613,5794.82,0.02%,2289.76
RODNEY GUTIERREZ,20628,5794.82,0.02%,2289.76
DENISE FERNANDEZ,18724,5794.72,0.02%,2289.7
CHLOE MILLER,22893,5794.72,0.02%,2289.7
ERIKA ROMERO,19958,5794.72,0.02%,2289.7
DARRYL LIU,19947,5794.72,0.02%,2289.7
ALYSSA SMITH,26083,5794.05,0.02%,2400.93
ALLEN FERNANDEZ,19596,5793.47,0.02%,2289.48
RAYMOND RAMAN,19588,5793.47,0.02%,2289.48
GLORIA ALONSO,19964,5793.47,0.02%,2289.48
RICKY GUTIERREZ,19773,5793.47,0.02%,2289.48
JAY LOPEZ,19965,5793.47,0.02%,2289.48
TABITHA MORENO,19959,5793.47,0.02%,2289.48
KRISTINA LOPEZ,20247,5793.47,0.02%,2289.48
BRITTNEY ZHANG,19975,5793.47,0.02%,2289.48
SHARON RAI,20225,5793.47,0.02%,2289.48
JEFFERY LU,19971,5793.47,0.02%,2289.48
DENNIS HU,20600,5793.47,0.02%,2289.48
MAURICE ASHE,20430,5793.47,0.02%,2289.48
DANIEL LEE,26098,5793.05,0.02%,2395.6
MARK BEBBINGTON,26012,5792.7,0.02%,2400.65
KYLE EDWARDS,26060,5792.7,0.02%,2400.65
LUKE PERRY,26112,5792.7,0.02%,2400.65
ASHLEY MARTIN,26116,5792.7,0.02%,2400.65
SARAH COLEMAN,26111,5792.7,0.02%,2400.65
HAILEY STEWART,22903,5792.43,0.02%,2288.27
TROY SUBRAM,19607,5792.43,0.02%,2288.27
MEAGAN PRASAD,19611,5792.43,0.02%,2288.27
ALEX HILL,19787,5792.43,0.02%,2288.27
GEOFFREY FERNANDEZ,19963,5792.43,0.02%,2288.27
NINIA ANAND,19949,5792.43,0.02%,2288.27
LOUIS ZHANG,20227,5792.43,0.02%,2288.27
JOCELYN COLEMAN,20606,5792.43,0.02%,2288.27
KELLI ANAND,20451,5792.43,0.02%,2288.27
BRETT MALHOTRA,18731,5791.33,0.02%,2286.67
MIGUEL EDWARDS,25979,5784.06,0.02%,2389.97
ETHAN FOSTER,26055,5784.06,0.02%,2389.97
DENISE KAPOOR,18725,5782.45,0.02%,2279.55
CASEY NAVARRO,19795,5782.45,0.02%,2279.55
COLLEEN HARRISON,20219,5782.45,0.02%,2279.55
KRISTINE GILL,19977,5782.45,0.02%,2279.55
JESUS BLANCO,20448,5782.45,0.02%,2279.55
THERESA NAVARRO,20627,5782.45,0.02%,2279.55
VICTORIA COOK,20620,5782.45,0.02%,2279.55
JARROD SARA,20626,5776.77,0.02%,2278.47
SHEENA DENG,19099,5776.42,0.02%,2275.78
MARTIN PEREZ,19577,5776.1,0.02%,2278.04
AARON YOUNG,12050,5775.16,0.02%,2439.08
NATALIE COOK,11707,5774.73,0.02%,2425.06
JODI CHAVEZ,18909,5773.81,0.02%,2276.61
TARA ASHE,19093,5773.81,0.02%,2276.61
KATELYN RICHARDSON,18930,5773.81,0.02%,2276.61
ASHLEY PATTERSON,18736,5773.81,0.02%,2276.61
SUSAN LIU,18718,5773.81,0.02%,2276.61
JORDAN HENDERSON,22996,5773.81,0.02%,2276.61
SHAWNA ANDERSEN,19556,5773.81,0.02%,2276.61
HOLLY MARTINEZ,19628,5773.81,0.02%,2276.61
ARTHUR MEHTA,19957,5773.81,0.02%,2276.61
MINDY XU,20246,5773.81,0.02%,2276.61
VERONICA KAPOOR,20253,5773.81,0.02%,2276.61
KAYLEE SANDERS,20221,5773.81,0.02%,2276.61
JODI GOEL,20447,5773.81,0.02%,2276.61
CARA HU,20608,5773.81,0.02%,2276.61
GREGORY SHAN,20614,5773.81,0.02%,2276.61
ROBERT FLORES,26097,5773.04,0.02%,2387.78
SUMMER SMITH,12843,5769.69,0.02%,2435.66
ORLANDO VAZQUEZ,11299,5769.35,0.02%,2439.15
HECTOR VAZQUEZ,19772,5768.82,0.02%,2273.49
DAISUKE YANAGISHIMA,26011,5768.05,0.02%,2384.66
CHRISTIAN JOHNSON,26082,5768.05,0.02%,2384.66
OSCAR PERRY,22785,5767.78,0.02%,2272.84
EDUARDO PEREZ,22895,5767.78,0.02%,2272.84
DONALD GARCIA,18929,5767.78,0.02%,2272.84
MARVIN SANZ,19612,5767.78,0.02%,2272.84
CLAUDIA YE,19102,5767.78,0.02%,2272.84
GLORIA ORTEGA,19558,5767.78,0.02%,2272.84
DEVON DENG,19967,5767.78,0.02%,2272.84
GINA DOMINGUEZ,20213,5767.78,0.02%,2272.84
CLAYTON RAI,20446,5767.78,0.02%,2272.84
JENNY ANDERSEN,20259,5767.78,0.02%,2272.84
JAVIER SERRANO,20256,5767.78,0.02%,2272.84
ALFREDO RAMOS,20456,5767.78,0.02%,2272.84
KATELYN WARD,20258,5767.78,0.02%,2272.84
RAFAEL YUAN,20625,5767.78,0.02%,2272.84
JESSICA WALKER,26075,5767.7,0.02%,2381.97
ELIJAH PATTERSON,26070,5767.7,0.02%,2381.97
LUKE JENKINS,26084,5767.7,0.02%,2381.97
CONNOR KING,26106,5767.7,0.02%,2381.97
CEDRIC SUN,17985,5767.15,0.02%,2360.4
DEVIN HENDERSON,12018,5764.5,0.02%,2436.67
DIANA RUBIO,16310,5762.92,0.02%,2362.93
NATHANIEL COOPER,12079,5761.96,0.02%,2410.67
ERNEST LIU,13511,5761.39,0.02%,2414.24
LATASHA MORENO,18735,5759.83,0.02%,2267.86
SETH CAMPBELL,18716,5759.83,0.02%,2267.86
STEVEN RIVERA,19083,5759.83,0.02%,2267.86
TODD YANG,19094,5759.83,0.02%,2267.86
RICKY GOMEZ,18737,5759.83,0.02%,2267.86
SUZANNE LIU,19594,5759.83,0.02%,2267.86
ORLANDO SERRANO,19561,5759.83,0.02%,2267.86
CHRISTY LIU,19784,5759.83,0.02%,2267.86
ROY MORENO,19951,5759.83,0.02%,2267.86
CLARENCE LIU,19797,5759.83,0.02%,2267.86
LACEY HU,19948,5759.83,0.02%,2267.86
MARIAH BARNES,19621,5759.83,0.02%,2267.86
TONY KUMAR,19783,5759.83,0.02%,2267.86
ROBIN CARLSON,19786,5759.83,0.02%,2267.86
ABBY SANCHEZ,19966,5759.83,0.02%,2267.86
KATRINA CHANDE,19968,5759.83,0.02%,2267.86
DAWN RAJI,20244,5759.83,0.02%,2267.86
GEORGE FERNANDEZ,19974,5759.83,0.02%,2267.86
ANNA WATSON,20238,5759.83,0.02%,2267.86
CARLA SULLIVAN,20611,5759.83,0.02%,2267.86
JESSIE ZHOU,20610,5759.83,0.02%,2267.86
EDWIN TANG,20450,5759.83,0.02%,2267.86
DEBORAH SHAN,20624,5759.83,0.02%,2267.86
DEVIN GRIFFIN,26042,5759.06,0.02%,2379.03
JAMES ALEXANDER,26110,5759.06,0.02%,2379.03
MIGUEL SANCHEZ,12118,5756.39,0.02%,2417.28
MONIQUE SUAREZ,17833,5753.56,0.02%,2356.5
RAUL NARA,16404,5753.24,0.02%,2350.13
CHRISTIAN THOMAS,11282,5752.84,0.02%,2428.81
CHLOE HUGHES,12755,5750.15,0.02%,2423.42
SETH MARTIN,12041,5749.07,0.02%,2413.26
CHLOE WHITE,12103,5748.22,0.02%,2421.3
ISABEL JENKINS,11796,5747.39,0.02%,2411.64
ABIGAIL FOSTER,12105,5747.37,0.02%,2425.39
LOGAN TURNER,12143,5747.37,0.02%,2425.39
KAYLA ALEXANDER,12083,5747.37,0.02%,2425.39
JUSTIN WASHINGTON,11539,5746.87,0.02%,2421.02
JUSTIN SHAN,11934,5743.29,0.02%,2404.47
JASON MITCHELL,11854,5737.96,0.02%,2420.05
ROBERT LEE,11270,5736.98,0.02%,2398.07
JONATHAN CAMPBELL,12784,5736.65,0.02%,2414.97
JOEL PRASAD,12613,5735.17,0.02%,2414.05
GAVIN DIAZ,11773,5735.17,0.02%,2414.05
ALYSSA COOPER,12171,5735.17,0.02%,2414.05
AIDAN PERRY,12084,5734.72,0.02%,2400.01
JEREMY YOUNG,12437,5734.3,0.02%,2389.66
MASON ROGERS,12779,5732.42,0.02%,2402.28
JAMIE ZENG,12789,5732.41,0.02%,2402.27
KAITLYN LEE,12141,5728.73,0.02%,2396.27
KELLI WU,15621,5728.23,0.02%,2408.79
MISTY DENG,14861,5728.17,0.02%,2409.66
KEVIN WASHINGTON,11939,5728.17,0.02%,2409.66
LUCAS FLORES,12026,5728.17,0.02%,2409.66
LAUREN MARTINEZ,11272,5726.66,0.02%,2408.72
SEBASTIAN STEWART,12167,5726.66,0.02%,2408.72
ALEX CARTER,12042,5726.66,0.02%,2408.72
JOSE EDWARDS,12078,5726.66,0.02%,2408.72
DANIELLE REED,11271,5724.67,0.02%,2407.47
ANTONIO WASHINGTON,11810,5724.67,0.02%,2407.47
CEDRIC GAO,12053,5724.67,0.02%,2407.47
DEVIN COLEMAN,11797,5724.55,0.02%,2410.75
AIDAN ROSS,11541,5723.32,0.02%,2407.19
JESSICA ALEXANDER,11780,5723.32,0.02%,2407.19
ROBERT ROBINSON,12071,5723.32,0.02%,2407.19
ARIANNA WARD,13536,5723.32,0.02%,2407.19
NOAH SCOTT,12198,5722.87,0.02%,2409.13
ROBERT HERNANDEZ,12418,5720.97,0.02%,2394.2
JESSICA BROWN,11671,5719.74,0.02%,2390.64
ANA WASHINGTON,12030,5719.74,0.02%,2390.64
ASHLEE JAI,11925,5719.66,0.02%,2404.33
VICTORIA MORRIS,11688,5717.72,0.02%,2391.17
HEATHER ZHENG,12711,5716,0.02%,2406.31
HUNTER RODRIGUEZ,11307,5715.65,0.02%,2401.83
JOCELYN LONG,12886,5715.3,0.02%,2402.17
BAILEY BAILEY,12094,5713.95,0.02%,2400.76
BENJAMIN TAYLOR,11727,5713.32,0.02%,2397.9
DOMINIQUE SUBRAM,15620,5712.89,0.02%,2402.89
DESTINY ROGERS,11626,5712.85,0.02%,2403.78
KATELYN SANDERS,12181,5712.85,0.02%,2403.78
MADELINE CAMPBELL,12898,5712.85,0.02%,2403.78
ALBERTO NAVARRO,11540,5712.29,0.02%,2403.43
JOAN WASHINGTON,11528,5710.2,0.02%,2397.5
DALTON SCOTT,14975,5706.95,0.02%,2394.47
CODY COOK,12450,5706.66,0.02%,2396.2
DANIEL GARCIA,11818,5706.41,0.02%,2386
HUNTER GRIFFIN,11286,5706.06,0.02%,2383.31
DOMINIQUE SANCHEZ,12208,5706.06,0.02%,2383.31
JENNY RAI,11275,5705.31,0.02%,2395.92
ARIANA SANCHEZ,11654,5705.31,0.02%,2395.92
TYLER BROWN,11839,5705.31,0.02%,2395.92
TRISTAN ROSS,12072,5705.29,0.02%,2399.04
NATALIE ADAMS,11217,5704.68,0.02%,2394.96
BRENDAN CHANDE,11798,5704.68,0.02%,2394.96
MARY PATTERSON,11813,5704.68,0.02%,2394.96
GABRIEL GREEN,11955,5704.68,0.02%,2394.96
SOPHIA WRIGHT,12189,5704.34,0.02%,2398.45
KRISTEN GUO,12033,5703.34,0.02%,2376.45
JASMINE TORRES,11216,5702.35,0.02%,2397.2
RAFAEL XIE,11326,5702.35,0.02%,2397.2
ANGEL BAKER,11666,5702.35,0.02%,2397.2
FAITH PATTERSON,11872,5702.35,0.02%,2397.2
JONATHAN ANDERSON,12885,5702.35,0.02%,2397.2
THOMAS ZHANG,12769,5702.35,0.02%,2397.2
ANGELA PERRY,11623,5701,0.02%,2396.92
NOAH COLEMAN,11297,5701,0.02%,2396.92
HANNAH PATTERSON,11815,5701,0.02%,2396.92
ALYSSA MORGAN,11664,5701,0.02%,2396.92
SETH WILLIAMS,11663,5701,0.02%,2396.92
ABIGAIL HOWARD,12169,5701,0.02%,2396.92
JACLYN CHANDER,12804,5698.31,0.02%,2391.53
ALLISON GONZALEZ,11745,5698.31,0.02%,2391.53
NICOLAS CHANDER,12819,5698.31,0.02%,2391.53
IAN LEWIS,12707,5698.31,0.02%,2391.53
GABRIELLA TORRES,12142,5697.97,0.02%,2395.02
JAMES WALKER,12108,5697.63,0.02%,2390.55
LOGAN WILSON,12121,5697.63,0.02%,2390.55
ZACHARY ANDERSON,11324,5697.42,0.02%,2380.37
JACLYN ZHANG,12160,5697.42,0.02%,2380.37
DAVID DIAZ,11267,5697.34,0.02%,2394.06
KRISTEN GAO,12774,5697.34,0.02%,2394.06
CASEY TANG,15046,5696.01,0.02%,2393.8
AUSTIN BRYANT,11529,5695.29,0.02%,2386.61
AARON WANG,12163,5695.22,0.02%,2388.13
JASMINE HALL,12446,5695.22,0.02%,2388.13
CHARLES EVANS,12770,5694.93,0.02%,2388.86
SPENCER RUSSELL,11302,5692.3,0.02%,2390.92
BROOKE RICHARDSON,11705,5691.97,0.02%,2387
JEREMY RICHARDSON,12780,5691.97,0.02%,2387
KAITLYN BAILEY,12153,5690.42,0.02%,2375.98
CHLOE NELSON,12058,5690.31,0.02%,2389.67
ADRIAN RAMIREZ,12152,5688.22,0.02%,2383.74
ARIANA COOK,11525,5686.98,0.02%,2383.88
SEAN BROOKS,11617,5686.98,0.02%,2383.88
MAKAYLA WARD,12052,5686.98,0.02%,2383.88
RAFAEL SHARMA,12200,5686.98,0.02%,2383.88
SEAN SANCHEZ,12452,5686.98,0.02%,2383.88
SABRINA BLANCO,13564,5685.98,0.02%,2384.48
HALEY POWELL,11630,5684.69,0.02%,2382.45
MATHEW RUBIO,11933,5684.69,0.02%,2382.45
FERNANDO JOHNSON,12023,5684.69,0.02%,2382.45
CAMERON GRIFFIN,12075,5684.69,0.02%,2382.45
JONATHAN SMITH,12762,5684.69,0.02%,2382.45
KATELYN SANCHEZ,11290,5684.68,0.02%,2382.44
ASHLEY THOMAS,12188,5684.68,0.02%,2382.44
ISAIAH WRIGHT,11629,5684.34,0.02%,2385.93
JANET DOMINGUEZ,11665,5684.34,0.02%,2385.93
JASON JENKINS,12059,5684.34,0.02%,2385.93
ARIANNA HENDERSON,12112,5684.34,0.02%,2385.93
STEVE WAGNER,12523,5683.33,0.02%,2382.16
JOE TORRES,11816,5683.33,0.02%,2382.16
CHRISTIAN ROSS,11831,5683.33,0.02%,2382.16
AMANDA GRAY,12116,5683.33,0.02%,2382.16
YOLANDA XIE,12841,5683.33,0.02%,2382.16
IAN RODRIGUEZ,12709,5683.33,0.02%,2382.16
ETHAN SHAN,12178,5683.33,0.02%,2382.16
SHANNON HUANG,11515,5682.99,0.02%,2385.65
JADE BAILEY,11319,5682.99,0.02%,2385.65
TAYLOR GARCIA,11830,5682.99,0.02%,2385.65
MORGAN FOSTER,12109,5682.99,0.02%,2385.65
EDUARDO ALEXANDER,12172,5682.99,0.02%,2385.65
GABRIELLA LOPEZ,12155,5682.99,0.02%,2385.65
HOLLY MEHTA,12180,5682.99,0.02%,2385.65
EDUARDO ALLEN,12882,5682.99,0.02%,2385.65
TAMMY CHANDRA,12474,5682.36,0.02%,2384.69
ALEXANDRA RICHARDSON,12761,5680.66,0.02%,2379.93
JUAN GRAY,11809,5680.31,0.02%,2377.24
DALTON EDWARDS,12173,5680.31,0.02%,2377.24
VERONICA SUBRAM,12485,5677.6,0.02%,2381.71
BETH ALONSO,13504,5677.34,0.02%,2381.54
DAWN LAL,12618,5675.99,0.02%,2381.26
RYAN ZHANG,11873,5675.99,0.02%,2381.26
HALEY ALEXANDER,11837,5675.99,0.02%,2381.26
THEODORE SUAREZ,12817,5673.96,0.02%,2375.73
TREVOR HUGHES,13552,5673.96,0.02%,2375.73
BENJAMIN MOORE,12913,5673.96,0.02%,2375.73
DEVIN NELSON,11535,5673.32,0.02%,2379.03
TAYLOR HOWARD,11266,5673.31,0.02%,2372.85
JON LUO,11298,5673.31,0.02%,2372.85
SETH JACKSON,12520,5672.9,0.02%,2377.86
CAMERON LEWIS,11534,5672.9,0.02%,2377.86
MEGAN BARNES,11281,5672.62,0.02%,2374.89
JESSIE WANG,11799,5672.62,0.02%,2374.89
BONNIE RAJI,12156,5671.67,0.02%,2374.3
CHRISTY ZHOU,12435,5671.67,0.02%,2374.3
LANCE GILL,12614,5671,0.02%,2378.14
ROBIN SANZ,15087,5671,0.02%,2375.11
ROBERT ADAMS,12901,5670,0.02%,2377.52
MYA GONZALES,11516,5669.65,0.02%,2376.73
LOGAN CHOW,11536,5669.65,0.02%,2376.73
JAIME MORENO,11327,5669.65,0.02%,2376.73
EDWARD LEWIS,11742,5669.65,0.02%,2376.73
MIGUEL LEE,12749,5669.65,0.02%,2376.73
RUSSELL RAJE,12830,5669.65,0.02%,2376.73
HAILEY COX,12448,5669.65,0.02%,2376.73
ZACHARY MOORE,11625,5667.36,0.02%,2375.3
SIERRA ROBERTS,11775,5667.36,0.02%,2375.3
FRANCISCO CHANDRA,12440,5667.36,0.02%,2375.3
MIRANDA LONG,11777,5666.96,0.02%,2371.34
THOMAS JAI,12904,5666.96,0.02%,2371.34
CAMERON MOORE,11772,5664.67,0.02%,2369.91
HALEY WOOD,12027,5664.67,0.02%,2369.91
LUKE MITCHELL,12162,5664.67,0.02%,2369.91
MEREDITH SERRANO,12016,5664.67,0.02%,2369.91
LAUREN SANCHEZ,12082,5664.67,0.02%,2369.91
ABIGAIL CLARK,12772,5664.67,0.02%,2369.91
ALEXIS JONES,12179,5664.67,0.02%,2369.91
ERICK FERNANDEZ,15668,5664.67,0.02%,2369.91
BRYANT SRINI,12186,5664.67,0.02%,2369.91
DENNIS HUANG,11945,5664.66,0.02%,2373.61
JOSEPH GARCIA,11954,5664.66,0.02%,2373.61
LOGAN DIAZ,12025,5664.66,0.02%,2373.61
MARSHALL CHAVEZ,11227,5664.33,0.02%,2373.4
SETH PHILLIPS,11292,5664.33,0.02%,2373.4
JILL MORENO,13537,5664.33,0.02%,2373.4
XAVIER SIMMONS,12120,5662.37,0.02%,2372.18
SARA REED,12170,5662.37,0.02%,2372.18
NOAH BUTLER,12164,5662.37,0.02%,2372.18
ISABELLA EDWARDS,12881,5662.37,0.02%,2372.18
DONNA XIE,12549,5662.36,0.02%,2372.17
SARAH THOMPSON,12423,5662.36,0.02%,2372.17
RUBEN SUBRAM,12187,5662.36,0.02%,2372.17
MEREDITH ALVAREZ,12480,5661.01,0.02%,2371.89
JONATHAN PHILLIPS,11278,5661.01,0.02%,2371.89
LEVI SUBRAM,15619,5661.01,0.02%,2371.89
FERNANDO FLORES,11834,5661.01,0.02%,2371.89
MARIAH ROSS,12104,5661.01,0.02%,2371.89
ANTONIO BUTLER,12756,5661.01,0.02%,2371.89
ELIZABETH WEISMAN,11708,5659.93,0.02%,2366.95
DEREK TANG,12820,5659.68,0.02%,2366.79
MORGAN THOMAS,12771,5659.68,0.02%,2366.79
MINDY JAI,12209,5659.68,0.02%,2366.79
SAMANTHA TAYLOR,12773,5659.68,0.02%,2366.79
SIERRA PARKER,12206,5659.68,0.02%,2366.79
MARIA CARTER,11289,5659.59,0.02%,2370.44
CAROLINE BUTLER,11690,5658.34,0.02%,2369.66
THOMAS HARRISON,12362,5658.34,0.02%,2369.66
DEVIN SIMMONS,12102,5657.3,0.02%,2369.01
DAISY MUNOZ,15081,5651.98,0.02%,2361.97
ANDREW RODRIGUEZ,11812,5651.98,0.02%,2361.97
JOHNNY CHAVEZ,11678,5651.98,0.02%,2361.97
EMMA SANCHEZ,11774,5651.98,0.02%,2361.97
KURT SHARMA,11885,5651.98,0.02%,2361.97
CAITLIN BROOKS,12096,5651.98,0.02%,2361.97
ALLISON RICHARDSON,12442,5651.98,0.02%,2361.97
MEGAN WILLIAMS,12884,5651.98,0.02%,2361.97
JOSEPH ANDERSON,12777,5651.98,0.02%,2361.97
GARRETT KELLY,12069,5651.64,0.02%,2365.46
HALEY RICHARDSON,11296,5651.64,0.02%,2365.46
KATELYN PARKER,11886,5651.64,0.02%,2365.46
GREG TAYLOR,11683,5650.99,0.02%,2362.58
IAN LONG,11924,5650.99,0.02%,2362.58
COLLEEN CAI,15088,5650.3,0.02%,2364.62
KAITLYN ALEXANDER,12915,5650.3,0.02%,2364.62
AMANDA PEREZ,12483,5649.69,0.02%,2360.54
JARED COOK,12464,5649.69,0.02%,2360.54
BRADLEY NARA,12547,5649.69,0.02%,2360.54
RYAN SMITH,11624,5649.69,0.02%,2360.54
ANDY ALVAREZ,11329,5649.69,0.02%,2360.54
ABIGAIL BROOKS,11811,5649.69,0.02%,2360.54
CHASE KELLY,11743,5649.69,0.02%,2360.54
DEVIN MARTINEZ,11675,5649.69,0.02%,2360.54
JESSIE ALONSO,11826,5649.69,0.02%,2360.54
KELSEY XIE,12834,5649.69,0.02%,2360.54
PAUL SUURS,15669,5649.69,0.02%,2360.54
BAILEY ROGERS,12438,5649.69,0.02%,2360.54
VANESSA RUSSELL,12917,5649.69,0.02%,2360.54
ERIN ROGERS,12364,5649.69,0.02%,2360.54
BRIANNA MORRIS,12912,5649.69,0.02%,2360.54
NICOLE TAYLOR,11538,5649.35,0.02%,2364.03
MARTIN PRASAD,15089,5649.35,0.02%,2364.03
STEVEN KELLY,12151,5649.35,0.02%,2364.03
JUSTIN GONZALES,12190,5644.64,0.02%,2361.07
BRANDY SANCHEZ,12522,5642.35,0.02%,2359.64
